timestamp,temp_c,relative_humidity_2m,surface_pressure,cloud_pct,wind_speed,wind_speed_100m,wind_gust,direct_normal_irradiance,diffuse_radiation,shortwave_radiation_instant,hour_of_day,day_of_year,day_of_week,is_lab_hour,is_hostel_peak,solar_kw,wind_kw,demand_kw
2024-01-05 09:00:00+05:30,11.7,72,992.8,0,10.8,21.5,22.0,459.0,89.0,290.0,9,5,4,1,0,76.05,50.0,190.0
2024-01-05 10:00:00+05:30,14.8,63,993.2,0,11.2,15.9,24.1,622.2,118.0,460.0,10,5,4,1,0,123.79,50.0,190.0
2024-01-05 11:00:00+05:30,17.3,54,992.4,0,12.4,15.8,26.6,706.8,135.0,580.2,11,5,4,1,0,156.94,50.0,190.0
2024-01-05 12:00:00+05:30,19.1,46,991.2,0,12.2,15.3,27.0,746.3,143.0,636.1,12,5,4,1,0,174.62,50.0,190.0
2024-01-05 13:00:00+05:30,20.2,42,990.2,0,11.2,13.5,27.0,753.6,144.0,623.6,13,5,4,1,0,177.18,50.0,154.0
2024-01-05 14:00:00+05:30,20.9,40,989.8,0,11.4,13.9,25.2,729.0,137.0,542.8,14,5,4,1,0,164.13,50.0,190.0
2024-01-05 15:00:00+05:30,20.9,39,989.8,0,12.7,15.8,25.9,663.7,124.0,405.4,15,5,4,1,0,136.2,50.0,190.0
2024-01-05 16:00:00+05:30,20.5,40,990.0,0,13.4,17.4,25.9,539.4,101.0,231.0,16,5,4,1,0,94.27,50.0,190.0
2024-01-05 17:00:00+05:30,19.0,45,990.1,0,10.2,19.2,24.8,317.6,61.0,57.4,17,5,4,1,0,42.86,50.0,190.0
2024-01-05 18:00:00+05:30,16.1,55,990.7,0,10.5,22.7,18.4,15.2,7.0,0.0,18,5,4,0,1,0.0,50.0,165.0
2024-01-05 19:00:00+05:30,15.2,57,991.3,0,11.6,25.2,18.7,0.0,0.0,0.0,19,5,4,0,1,0.0,50.0,165.0
2024-01-05 20:00:00+05:30,14.4,60,991.7,0,14.0,27.8,22.7,0.0,0.0,0.0,20,5,4,0,1,0.0,50.0,165.0
2024-01-05 21:00:00+05:30,13.4,64,991.7,0,13.8,27.3,23.0,0.0,0.0,0.0,21,5,4,0,1,0.0,50.0,165.0
2024-01-05 22:00:00+05:30,12.6,68,992.0,0,13.0,26.3,22.0,0.0,0.0,0.0,22,5,4,0,1,0.0,50.0,165.0
2024-01-05 23:00:00+05:30,11.8,73,991.9,0,12.0,24.9,20.9,0.0,0.0,0.0,23,5,4,0,1,0.0,50.0,165.0
2024-01-06 00:00:00+05:30,11.1,76,991.7,0,11.5,23.3,19.4,0.0,0.0,0.0,0,6,5,0,0,0.0,50.0,70.0
2024-01-06 01:00:00+05:30,10.5,80,991.5,0,10.9,22.5,18.7,0.0,0.0,0.0,1,6,5,0,0,0.0,50.0,70.0
2024-01-06 02:00:00+05:30,9.9,84,991.3,0,11.2,21.7,18.0,0.0,0.0,0.0,2,6,5,0,0,0.0,50.0,70.0
2024-01-06 03:00:00+05:30,9.5,87,991.1,0,11.1,21.3,18.4,0.0,0.0,0.0,3,6,5,0,0,0.0,50.0,70.0
2024-01-06 04:00:00+05:30,9.0,90,990.8,0,11.4,20.8,18.0,0.0,0.0,0.0,4,6,5,0,0,0.0,50.0,70.0
2024-01-06 05:00:00+05:30,8.7,92,991.1,0,11.9,21.3,19.1,0.0,0.0,0.0,5,6,5,0,0,0.0,50.0,70.0
2024-01-06 06:00:00+05:30,9.1,92,992.5,0,11.5,21.6,18.4,0.0,0.0,0.0,6,6,5,0,0,0.0,50.0,70.0
2024-01-06 07:00:00+05:30,8.9,93,992.9,0,12.3,22.6,20.2,0.0,0.0,0.0,7,6,5,0,0,0.0,50.0,110.0
2024-01-06 08:00:00+05:30,10.1,87,993.7,0,14.8,24.1,23.0,170.7,33.0,107.7,8,6,5,0,0,20.38,50.0,110.0
2024-01-06 09:00:00+05:30,12.7,76,994.6,0,13.1,25.0,25.2,442.3,88.0,282.4,9,6,5,0,0,73.49,50.0,130.0
2024-01-06 10:00:00+05:30,15.6,65,994.9,0,13.0,17.7,26.3,606.5,118.0,452.2,10,6,5,0,0,121.02,50.0,130.0
2024-01-06 11:00:00+05:30,18.3,54,994.0,0,12.8,16.1,27.0,695.5,135.0,574.0,11,6,5,0,0,154.43,50.0,130.0
2024-01-06 12:00:00+05:30,20.1,44,992.7,0,12.6,15.8,27.7,740.3,143.0,633.2,12,6,5,0,0,172.92,50.0,130.0
2024-01-06 13:00:00+05:30,21.4,37,991.4,0,12.0,14.9,27.4,750.3,144.0,622.9,13,6,5,0,0,175.85,50.0,112.0
2024-01-06 14:00:00+05:30,22.1,34,990.6,0,11.7,14.5,26.6,729.8,137.0,545.0,14,6,5,0,0,163.64,50.0,130.0
2024-01-06 15:00:00+05:30,22.3,32,990.3,0,12.0,15.1,25.6,668.5,123.0,408.4,15,6,5,0,0,136.19,50.0,130.0
2024-01-06 16:00:00+05:30,21.8,33,990.5,0,12.8,16.6,24.5,546.5,101.0,234.6,16,6,5,0,0,94.91,50.0,130.0
2024-01-06 17:00:00+05:30,19.9,39,990.7,0,9.5,18.8,23.4,323.7,61.0,59.2,17,6,5,0,0,43.41,50.0,130.0
2024-01-06 18:00:00+05:30,16.1,56,992.0,0,10.0,20.6,17.3,29.7,7.0,0.0,18,6,5,0,1,0.0,50.0,165.0
2024-01-06 19:00:00+05:30,14.9,62,992.8,0,11.5,23.2,18.4,0.0,0.0,0.0,19,6,5,0,1,0.0,50.0,165.0
2024-01-06 20:00:00+05:30,14.0,67,993.2,0,13.3,25.7,21.2,0.0,0.0,0.0,20,6,5,0,1,0.0,50.0,165.0
2024-01-06 21:00:00+05:30,13.2,73,993.6,0,15.4,28.8,24.8,0.0,0.0,0.0,21,6,5,0,1,0.0,50.0,165.0
2024-01-06 22:00:00+05:30,12.5,79,993.5,0,16.1,29.5,26.3,0.0,0.0,0.0,22,6,5,0,1,0.0,50.0,165.0
2024-01-06 23:00:00+05:30,11.8,82,993.2,0,15.8,28.8,26.3,0.0,0.0,0.0,23,6,5,0,1,0.0,50.0,165.0
2024-01-07 00:00:00+05:30,11.0,85,993.0,0,15.3,27.9,25.6,0.0,0.0,0.0,0,7,6,0,0,0.0,50.0,70.0
2024-01-07 01:00:00+05:30,10.4,87,992.5,0,14.3,26.9,24.5,0.0,0.0,0.0,1,7,6,0,0,0.0,50.0,70.0
2024-01-07 02:00:00+05:30,9.8,89,992.3,0,13.8,26.2,23.4,0.0,0.0,0.0,2,7,6,0,0,0.0,50.0,70.0
2024-01-07 03:00:00+05:30,9.3,91,992.0,0,13.6,25.6,22.7,0.0,0.0,0.0,3,7,6,0,0,0.0,50.0,70.0
2024-01-07 04:00:00+05:30,8.9,92,991.8,0,13.3,25.2,22.0,0.0,0.0,0.0,4,7,6,0,0,0.0,50.0,70.0
2024-01-07 05:00:00+05:30,8.6,92,991.9,0,13.6,25.5,22.0,0.0,0.0,0.0,5,7,6,0,0,0.0,50.0,70.0
2024-01-07 06:00:00+05:30,8.8,92,992.9,0,14.5,26.4,23.4,0.0,0.0,0.0,6,7,6,0,0,0.0,50.0,70.0
2024-01-07 07:00:00+05:30,8.7,92,993.3,0,15.0,27.2,24.5,0.0,0.0,0.0,7,7,6,0,0,0.0,50.0,110.0
2024-01-07 08:00:00+05:30,9.8,86,994.2,0,15.8,26.7,25.2,179.0,33.0,110.0,8,7,6,0,0,20.95,50.0,110.0
2024-01-07 09:00:00+05:30,12.3,75,995.1,0,12.8,24.0,24.5,449.3,89.0,286.5,9,7,6,0,0,74.53,50.0,70.0
2024-01-07 10:00:00+05:30,15.4,64,995.4,0,12.3,16.5,25.6,614.9,118.0,456.9,10,7,6,0,0,122.28,50.0,70.0
2024-01-07 11:00:00+05:30,18.3,53,994.5,0,12.0,15.2,26.3,706.8,134.0,580.6,11,7,6,0,0,156.1,50.0,70.0
2024-01-07 12:00:00+05:30,20.3,42,993.2,0,11.7,14.5,26.3,751.3,142.0,640.5,12,7,6,0,0,174.57,50.0,70.0
2024-01-07 13:00:00+05:30,21.5,37,992.0,0,11.6,14.1,25.9,760.5,144.0,631.0,13,7,6,0,0,177.69,50.0,70.0
2024-01-07 14:00:00+05:30,22.0,35,991.5,0,11.5,14.3,25.9,738.8,137.0,551.8,14,7,6,0,0,165.41,50.0,70.0
2024-01-07 15:00:00+05:30,21.9,35,990.9,0,12.4,15.5,25.2,677.1,124.0,414.9,15,7,6,0,0,138.14,50.0,70.0
2024-01-07 16:00:00+05:30,21.2,37,990.7,0,13.4,17.1,25.2,553.4,102.0,239.0,16,7,6,0,0,96.43,50.0,70.0
2024-01-07 17:00:00+05:30,19.5,45,990.7,0,10.8,19.8,24.5,329.6,62.0,61.5,17,7,6,0,0,44.37,50.0,70.0
2024-01-07 18:00:00+05:30,16.4,61,991.1,0,11.8,23.8,18.7,29.1,7.0,0.0,18,7,6,0,1,0.0,50.0,165.0
2024-01-07 19:00:00+05:30,15.2,67,991.8,0,13.4,26.1,21.6,0.0,0.0,0.0,19,7,6,0,1,0.0,50.0,165.0
2024-01-07 20:00:00+05:30,14.1,72,992.0,0,15.0,27.8,24.1,0.0,0.0,0.0,20,7,6,0,1,0.0,50.0,165.0
2024-01-07 21:00:00+05:30,13.1,75,992.3,0,14.8,27.5,24.1,0.0,0.0,0.0,21,7,6,0,1,0.0,50.0,165.0
2024-01-07 22:00:00+05:30,12.3,79,992.6,0,14.5,26.6,23.8,0.0,0.0,0.0,22,7,6,0,1,0.0,50.0,165.0
2024-01-07 23:00:00+05:30,11.7,81,992.2,0,15.0,26.9,24.5,0.0,0.0,0.0,23,7,6,0,1,0.0,50.0,165.0
2024-01-08 00:00:00+05:30,11.1,83,991.9,0,14.9,26.8,24.8,0.0,0.0,0.0,0,8,0,0,0,0.0,50.0,70.0
2024-01-08 01:00:00+05:30,10.5,86,991.4,0,13.3,23.9,24.1,0.0,0.0,0.0,1,8,0,0,0,0.0,50.0,70.0
2024-01-08 02:00:00+05:30,9.9,89,991.1,0,11.7,20.6,21.6,0.0,0.0,0.0,2,8,0,0,0,0.0,50.0,70.0
2024-01-08 03:00:00+05:30,9.4,92,991.0,0,11.1,19.4,18.7,0.0,0.0,0.0,3,8,0,0,0,0.0,50.0,70.0
2024-01-08 04:00:00+05:30,9.1,93,991.0,0,11.5,19.1,18.7,0.0,0.0,0.0,4,8,0,0,0,0.0,50.0,70.0
2024-01-08 05:00:00+05:30,8.8,95,991.0,0,12.9,21.1,20.5,0.0,0.0,0.0,5,8,0,0,0,0.0,50.0,70.0
2024-01-08 06:00:00+05:30,9.3,95,992.0,0,12.8,21.9,20.9,0.0,0.0,0.0,6,8,0,0,0,0.0,50.0,70.0
2024-01-08 07:00:00+05:30,9.1,95,992.5,0,12.8,22.2,20.9,0.0,0.0,0.0,7,8,0,0,0,0.0,50.0,110.0
2024-01-08 08:00:00+05:30,10.3,90,993.4,0,14.4,22.8,22.7,171.0,33.0,108.3,8,8,0,0,0,20.28,50.0,110.0
2024-01-08 09:00:00+05:30,13.1,79,994.1,0,12.3,22.3,23.8,449.3,88.0,285.3,9,8,0,1,0,73.99,50.0,190.0
2024-01-08 10:00:00+05:30,16.3,68,994.4,0,10.4,14.1,23.8,616.5,118.0,458.2,10,8,0,1,0,122.02,50.0,190.0
2024-01-08 11:00:00+05:30,19.1,57,993.5,0,8.3,9.9,23.0,707.4,134.0,581.8,11,8,0,1,0,155.7,24.11,190.0
2024-01-08 12:00:00+05:30,21.3,47,992.3,0,6.3,7.7,20.5,752.8,142.0,642.8,12,8,0,1,0,174.18,10.43,190.0
2024-01-08 13:00:00+05:30,22.9,40,991.2,0,5.6,6.6,18.7,763.0,143.0,633.2,13,8,0,1,0,177.05,6.54,154.0
